object_name,collection,zone,cx,cy,bottom_z,ground_z,gap_m,action
Lib_Tree_13.002,Collection,other,-62.21,48.07,0.446,-0.911,1.358,snap_bottom
Rock_Old_022,Collection,other,-107.36,179.74,-0.453,-1.782,1.329,snap_bottom
Ribera_18_1_0,Collection,other,2.76,5.37,11.765,10.486,1.279,snap_bottom
Ribera_24_1_2,Collection,other,42.79,45.9,15.25,14.007,1.243,snap_bottom
Pasto_Alto_Z2_02,Collection,other,-70.49,49.34,-0.458,0.754,-1.212,snap_bottom
Lib_Tree_22.017,Collection,other,-96.3,71.31,-1.251,-2.461,1.21,snap_bottom
Rock_M40,Collection,other,213.38,-164.75,62.203,63.359,-1.156,snap_bottom
Lib_Tree_12.021,Collection,other,-95.38,65.58,-0.766,0.36,-1.126,snap_bottom
Lib_Tree_07.030,Collection,other,97.51,-13.52,29.769,28.682,1.087,snap_bottom
Rock_Old_060,Collection,other,-69.39,50.41,-0.478,0.601,-1.079,snap_bottom
Ribera_18_-1_2,Collection,other,13.06,-1.31,14.862,13.787,1.075,snap_bottom
Lib_Tree_06.028,Collection,other,89.73,-0.95,26.151,25.091,1.059,snap_bottom
Log_A03,Collection,other,-97.62,64.86,-0.713,0.329,-1.042,snap_bottom
Pasto_Alto_Z3_02,Collection,other,6.01,75.7,7.017,5.98,1.037,snap_bottom
Lib_Tree_16.025,Collection,other,-95.24,66.84,-0.892,0.136,-1.028,snap_bottom
Lib_Tree_22.001,Collection,other,-42.05,34.48,3.918,2.892,1.026,snap_bottom
Lib_Tree_18.030,Collection,other,-166.1,51.16,2.05,3.058,-1.008,snap_bottom
Lib_Tree_01.004,Collection,other,-100.42,67.6,-0.68,0.298,-0.978,snap_bottom
Ribera_24_1_3,Collection,other,42.54,48.04,14.818,13.855,0.963,snap_bottom
Rock_Old_110,Collection,other,-97.91,64.13,-0.658,0.238,-0.896,snap_bottom
Lib_Tree_18.032,Collection,other,-166.77,42.16,2.75,3.621,-0.871,snap_bottom
Lib_Tree_09.013,Collection,other,-95.16,-46.64,2.109,1.25,0.859,snap_bottom
Rock_M29,Collection,other,92.19,-166.26,72.71,73.561,-0.851,snap_bottom
Rock_Old_002,Collection,other,-69.99,51.71,-0.595,0.255,-0.85,snap_bottom
Rock_Old_012,Collection,other,-200.59,108.52,0.938,0.119,0.819,snap_bottom
Rock_Old_042,Collection,other,-107.32,185.4,0.203,-0.584,0.787,snap_bottom
Lib_Shrub_07.008,Collection,other,172.86,-157.15,107.435,108.202,-0.766,snap_bottom
Bush_Old_165,Collection,other,-60.99,43.67,0.734,1.478,-0.745,snap_bottom
Rock_Old_112,Collection,other,-83.37,60.25,-1.153,-0.411,-0.742,snap_bottom
Lib_Tree_18.008,Collection,other,-74.61,-87.89,4.619,5.354,-0.735,snap_bottom
Lib_Tree_23.030,Collection,other,-99.14,64.92,-0.529,0.202,-0.731,snap_bottom
R_Pil3,Collection,E_bridge,-25.3,10.0,4.076,4.801,-0.725,snap_bottom
Lib_Tree_02.013,Collection,other,-208.81,-49.95,0.122,-0.577,0.699,snap_bottom
Bush_Old_170,Collection,other,28.92,61.34,10.546,9.86,0.686,snap_bottom
Lib_Tree_10.012,Collection,other,-165.51,-149.43,-1.947,-2.624,0.677,snap_bottom
Lib_Tree_10.023,Collection,other,-101.54,-77.22,3.926,3.26,0.665,snap_bottom
Lib_Rock_07.004,Collection,A_crater,-164.49,111.67,-1.343,-2.001,0.658,snap_bottom
Lib_Tree_19.036,Collection,other,-151.29,-15.93,-0.027,0.626,-0.652,snap_bottom
Rock_Old_030,Collection,other,-192.91,195.04,3.004,2.396,0.609,snap_bottom
Lib_Tree_08.036,Collection,other,-19.42,92.36,3.209,2.619,0.589,snap_bottom
Lib_Tree_02.004,Collection,other,32.48,59.94,11.362,10.783,0.58,snap_bottom
Bush_A32,Collection,other,46.95,-50.36,28.672,28.112,0.56,snap_bottom
Lib_Tree_19.034,Collection,other,-174.6,-4.55,-0.016,0.544,-0.56,snap_bottom
Ribera_18_-1_3,Collection,other,13.55,-2.33,15.019,14.467,0.552,snap_bottom
Pasto_Alto_Z3_01,Collection,other,31.32,60.2,11.028,10.482,0.547,snap_bottom
Bush_Old_000,Collection,other,-75.69,56.02,-1.026,-0.484,-0.542,snap_bottom
Rock_Old_106,Collection,other,-55.0,20.0,2.807,2.266,0.541,snap_bottom
Lib_Tree_18.031,Collection,other,-178.53,-32.39,-1.164,-1.701,0.537,snap_bottom
Bush_Old_005,Collection,other,-82.46,51.68,-0.637,-0.1,-0.536,snap_bottom
Rock_Old_009,Collection,other,-113.79,185.12,-0.409,-0.944,0.535,snap_bottom
Rock_Old_107,Collection,other,40.0,55.0,13.327,12.804,0.523,snap_bottom
Lib_Tree_18.023,Collection,other,-126.67,64.27,0.027,0.521,-0.494,snap_bottom
Ribera_18_-1_1,Collection,other,13.13,-2.58,14.878,14.393,0.486,snap_bottom
POI_ForestEdgeRock,Collection,other,40.01,55.01,13.279,12.806,0.473,snap_bottom
Lib_Tree_18.014,Collection,other,-89.36,-60.62,1.665,2.103,-0.438,snap_bottom
Lib_Tree_13.023,Collection,other,85.87,6.65,24.258,23.824,0.434,snap_bottom
Bush_Old_168,Collection,other,-60.01,39.14,1.107,1.535,-0.429,snap_bottom
Lib_Tree_18.004,Collection,other,-156.66,47.81,2.326,2.753,-0.426,snap_bottom
Lib_Tree_21.030,Collection,other,-82.34,-79.44,3.483,3.909,-0.426,snap_bottom
Rock_Old_000,Collection,other,-208.25,112.6,1.774,1.352,0.423,snap_bottom
Bush_Old_167,Collection,other,-69.61,43.05,0.029,0.431,-0.402,snap_bottom
Ribera_17_1_3,Collection,other,-3.55,1.81,9.678,10.079,-0.401,snap_bottom
Ribera_17_1_1,Collection,other,-3.43,1.59,9.707,10.103,-0.396,snap_bottom
Ribera_17_1_2,Collection,other,-4.55,2.11,9.361,9.738,-0.377,snap_bottom
Rock_M22,Collection,other,89.15,-154.93,72.671,73.041,-0.37,snap_bottom
Rock_Old_010,Collection,other,-215.99,146.83,3.453,3.093,0.36,snap_bottom
Lib_Tree_21.001,Collection,E_bridge,-24.86,19.53,6.056,5.701,0.355,snap_bottom
Lib_Rock_09.002,Collection,other,-87.42,52.37,-0.578,-0.244,-0.334,snap_bottom
Rock_Old_100,Collection,other,-40.0,8.0,3.141,2.812,0.33,snap_bottom
Ribera_17_1_0,Collection,other,-4.28,0.75,9.389,9.715,-0.326,snap_bottom
Lib_Tree_09.028,Collection,other,-71.16,126.33,0.351,0.04,0.311,snap_bottom
Lib_Rock_09.004,Collection,C_rural,130.8,112.72,4.893,5.201,-0.308,snap_bottom
Lib_Tree_18.011,Collection,other,-78.08,-141.52,6.406,6.099,0.307,snap_bottom
Lib_Rock_09.005,Collection,other,152.05,-174.53,103.89,103.584,0.306,snap_bottom
Lib_Tree_18.013,Collection,other,-177.07,-161.26,-3.606,-3.907,0.301,snap_bottom
Lib_Tree_18.022,Collection,other,9.69,-103.18,23.195,23.49,-0.294,snap_bottom
Bush_A09,Collection,other,-57.12,34.66,1.563,1.856,-0.293,snap_bottom
Lib_Tree_18.015,Collection,other,-134.81,-137.71,2.144,1.853,0.291,snap_bottom
Lib_Tree_20.018,Collection,other,-53.5,-77.97,6.008,6.298,-0.291,snap_bottom
Lib_Tree_19.018,Collection,E_bridge,-24.89,21.45,5.804,5.516,0.288,snap_bottom
Rock_Old_109,Collection,other,-95.89,58.67,-0.317,-0.037,-0.28,snap_bottom
Bush_Old_061,Collection,other,-64.37,157.22,0.689,0.41,0.279,snap_bottom
Rock_M34,Collection,other,68.91,-197.23,44.949,45.228,-0.279,snap_bottom
Lib_Tree_20.023,Collection,other,-64.28,-81.82,5.208,5.485,-0.277,snap_bottom
Monticulo_11,Collection,other,160.04,-46.18,40.348,40.615,-0.267,snap_bottom
Rock_Old_006,Collection,other,-64.54,149.12,0.778,0.517,0.261,snap_bottom
Rock_Old_099,Collection,other,12.0,-18.0,14.525,14.276,0.25,snap_bottom
Lib_Tree_12.001,Collection,other,13.47,74.32,7.617,7.373,0.244,snap_bottom
Lib_Tree_19.022,Collection,other,-161.19,-83.97,0.605,0.366,0.239,snap_bottom
Lib_Tree_20.013,Collection,other,-154.76,-156.12,-2.236,-2.472,0.236,snap_bottom
Lib_Tree_19.024,Collection,other,-72.93,-139.52,6.355,6.585,-0.231,snap_bottom
Monticulo_12,Collection,other,184.53,-63.39,44.155,44.38,-0.226,snap_bottom
Rock_M23,Collection,other,81.82,-133.97,67.841,68.066,-0.224,snap_bottom
Lib_Tree_03.004,Collection,other,159.85,-100.04,81.92,81.698,0.221,snap_bottom
Lib_Tree_22.006,Collection,other,-77.15,-56.48,1.779,1.56,0.219,snap_bottom
Monti_06,Collection,other,35.53,-69.01,27.287,27.502,-0.216,snap_bottom
Lib_Tree_23.003,Collection,other,174.3,-195.59,80.437,80.223,0.215,snap_bottom
Rock_Old_062,Collection,other,-61.81,36.65,1.039,1.254,-0.215,snap_bottom
Lib_Tree_21.005,Collection,other,-153.19,-12.21,1.292,1.083,0.209,snap_bottom
Lib_Tree_19.023,Collection,other,-178.9,-110.98,-0.507,-0.301,-0.206,snap_bottom
Monticulo_06,Collection,other,186.9,-55.15,38.216,38.421,-0.205,snap_bottom
Bush_A34,Collection,other,-199.58,-15.27,-1.622,-1.423,-0.2,snap_bottom
Bush_A51,Collection,other,16.77,-111.91,26.971,27.171,-0.2,snap_bottom
Rock_M20,Collection,other,162.14,-75.48,61.688,61.888,-0.2,snap_bottom
Bush_A05,Collection,other,53.25,-99.9,42.952,43.152,-0.199,snap_bottom
Bush_A22,Collection,other,-162.06,45.19,2.992,3.192,-0.199,snap_bottom
Bush_A24,Collection,other,-136.91,54.33,1.466,1.666,-0.199,snap_bottom
Bush_A15,Collection,other,-188.67,-29.09,-1.806,-1.608,-0.198,snap_bottom
Rock_F10,Collection,other,-91.95,-99.66,4.541,4.739,-0.198,snap_bottom
Bush_A44,Collection,other,41.14,-89.55,34.735,34.932,-0.197,snap_bottom
Tocon_Z1_00,Collection,other,195.47,26.69,17.294,17.491,-0.197,snap_bottom
Bush_A16,Collection,other,-14.5,-52.36,9.79,9.986,-0.196,snap_bottom
Bush_A17,Collection,other,-163.02,-14.43,0.077,0.273,-0.196,snap_bottom
Bush_A18,Collection,other,-170.68,83.94,0.978,1.174,-0.196,snap_bottom
Bush_A29,Collection,other,-169.84,0.93,1.429,1.625,-0.196,snap_bottom
Bush_A40,Collection,other,-127.56,-109.98,2.854,3.049,-0.195,snap_bottom
Bush_A14,Collection,other,65.04,-97.81,49.495,49.689,-0.194,snap_bottom
Bush_A47,Collection,other,-136.27,67.16,0.026,0.22,-0.194,snap_bottom
Bush_A52,Collection,other,17.84,-83.94,23.341,23.535,-0.194,snap_bottom
Ribera_1_-1_1,Collection,other,-96.11,-103.36,4.23,4.425,-0.194,snap_bottom
Ribera_6_-1_0,Collection,other,-63.95,-71.14,3.761,3.955,-0.194,snap_bottom
Bush_A43,Collection,other,-174.37,-16.27,-0.876,-0.683,-0.193,snap_bottom
Bush_A12,Collection,other,-164.98,-8.42,0.714,0.907,-0.192,snap_bottom
Bush_A41,Collection,other,-152.28,-31.39,-1.427,-1.235,-0.192,snap_bottom
Rock_M01,Collection,other,215.9,-199.08,47.873,48.065,-0.192,snap_bottom
Ribera_6_-1_2,Collection,other,-63.92,-71.35,3.797,3.989,-0.191,snap_bottom
Rock_Old_044,Collection,other,-122.53,200.43,-0.327,-0.136,-0.191,snap_bottom
Ribera_4_1_3,Collection,other,-81.62,-70.83,2.814,3.002,-0.187,snap_bottom
Flor_0,Collection,other,-20.0,-10.0,4.592,4.777,-0.185,snap_bottom
Lib_Tree_19.007,Collection,other,-62.87,-48.16,1.66,1.475,0.185,snap_bottom
Tallo_0,Collection,other,-20.0,-10.0,4.592,4.777,-0.185,snap_bottom
Rock_P03,Collection,other,113.51,49.62,15.362,15.546,-0.184,snap_bottom
Lib_Tree_19.006,Collection,other,-43.56,104.35,0.781,0.598,0.183,snap_bottom
Lib_Tree_20.024,Collection,other,96.08,12.85,23.585,23.767,-0.182,snap_bottom
Rock_P21,Collection,other,-9.26,0.4,7.802,7.983,-0.181,snap_bottom
Ribera_1_1_2,Collection,other,-103.77,-96.12,3.513,3.692,-0.179,snap_bottom
Rock_M02,Collection,other,115.97,-171.67,86.858,87.038,-0.179,snap_bottom
R_Bordo,Collection,E_bridge,-22.1,7.8,5.377,5.199,0.178,snap_bottom
Lib_Tree_19.035,Collection,other,-160.62,-39.65,-2.307,-2.132,-0.176,snap_bottom
Rock_Old_125,Collection,other,-91.86,-55.73,1.611,1.787,-0.176,snap_bottom
Bush_Old_087,Collection,other,-189.84,61.73,4.603,4.779,-0.175,snap_bottom
Ribera_2_-1_3,Collection,other,-88.44,-95.04,4.649,4.824,-0.175,snap_bottom
Ribera_4_1_1,Collection,other,-81.73,-70.47,2.79,2.963,-0.173,snap_bottom
Lib_Tree_05.003,Collection,other,-44.12,104.39,0.743,0.571,0.172,snap_bottom
Rock_F01,Collection,other,-146.51,-142.71,0.147,0.319,-0.172,snap_bottom
Tocon_Z2_00,Collection,other,208.46,165.44,7.378,7.549,-0.172,snap_bottom
Rock_M42,Collection,other,213.23,-81.71,43.824,43.994,-0.169,snap_bottom
Rock_F02,Collection,other,-97.16,-29.37,0.223,0.391,-0.167,snap_bottom
Rock_Old_118,Collection,other,86.77,42.28,17.749,17.913,-0.165,snap_bottom
Lib_Tree_19.019,Collection,other,-27.37,-119.45,11.393,11.557,-0.164,snap_bottom
Ribera_28_1_3,Collection,other,90.5,90.2,8.362,8.525,-0.163,snap_bottom
Bush_Old_164,Collection,other,-78.97,45.73,-0.325,-0.163,-0.162,snap_bottom
Rock_P18,Collection,other,158.18,45.81,16.509,16.671,-0.162,snap_bottom
Monticulo_10,Collection,other,-74.7,213.83,1.928,2.089,-0.161,snap_bottom
Monticulo_Tierra_03,Collection,other,179.66,185.28,6.848,7.007,-0.16,snap_bottom
Ribera_6_1_0,Collection,other,-72.52,-64.09,2.284,2.444,-0.16,snap_bottom
Ribera_17_-1_2,Collection,other,3.71,-8.54,11.68,11.839,-0.159,snap_bottom
Bush_Old_169,Collection,other,-63.39,35.54,0.946,1.104,-0.158,snap_bottom
Lib_Tree_21.003,Collection,other,-133.04,-6.17,1.524,1.367,0.158,snap_bottom
Rock_Old_088,Collection,other,-205.04,196.04,3.676,3.834,-0.158,snap_bottom
Rock_Old_089,Collection,other,-205.04,196.04,3.676,3.834,-0.158,snap_bottom
Rock_Old_124,Collection,other,-87.62,-59.09,1.779,1.936,-0.157,snap_bottom
Bush_Old_018,Collection,other,85.36,51.15,16.082,16.238,-0.156,snap_bottom
Monticulo_02,Collection,other,-99.12,206.42,-0.125,0.03,-0.156,snap_bottom
Rock_F13,Collection,other,-87.61,-71.96,2.896,3.053,-0.156,snap_bottom
Rock_Old_040,Collection,other,-172.33,201.19,1.197,1.353,-0.156,snap_bottom
Rock_Old_127,Collection,other,-89.92,-57.09,1.686,1.842,-0.156,snap_bottom
Bush_Old_152,Collection,other,-17.5,-37.65,7.082,7.236,-0.155,snap_bottom
Bush_Old_154,Collection,other,-17.48,-30.84,6.273,6.428,-0.155,snap_bottom
Rock_Old_035,Collection,other,-88.82,205.73,0.518,0.673,-0.155,snap_bottom
Rock_Old_051,Collection,other,55.45,62.06,13.575,13.73,-0.155,snap_bottom
Bush_F066,Collection,other,-189.81,-50.25,-0.923,-0.769,-0.154,snap_bottom
Bush_Old_155,Collection,other,-12.24,-28.99,7.229,7.383,-0.154,snap_bottom
Monticulo_Tierra_02,Collection,other,24.58,100.35,6.154,6.308,-0.154,snap_bottom
Rock_Old_039,Collection,other,-190.64,70.83,4.084,4.238,-0.154,snap_bottom
Rock_Old_046,Collection,other,56.85,63.71,13.346,13.501,-0.154,snap_bottom
Bush_F078,Collection,other,-172.76,-66.87,-1.213,-1.059,-0.153,snap_bottom
Bush_Old_157,Collection,other,-33.88,-34.77,3.758,3.91,-0.153,snap_bottom
Monticulo_Tierra_05,Collection,other,43.21,203.07,1.494,1.647,-0.153,snap_bottom
Pasto_Alto_Z0_05,Collection,other,-19.91,-24.27,5.148,5.301,-0.153,snap_bottom
Planicie_Pasto_Alto_020,Collection,C_rural,134.96,166.01,5.22,5.373,-0.153,snap_bottom
Planicie_Pasto_Alto_023,Collection,other,82.02,91.91,8.014,8.167,-0.153,snap_bottom
Planicie_Pasto_Alto_029,Collection,other,181.66,46.61,14.471,14.624,-0.153,snap_bottom
Rock_Old_023,Collection,other,-216.01,212.57,2.615,2.769,-0.153,snap_bottom
Rock_Old_053,Collection,other,56.84,62.3,13.647,13.8,-0.153,snap_bottom
Rock_Old_055,Collection,other,-20.06,-39.0,6.755,6.908,-0.153,snap_bottom
Rock_Old_122,Collection,other,91.74,47.62,16.474,16.627,-0.153,snap_bottom
Bush_Old_025,Collection,other,-102.46,-60.71,2.117,2.269,-0.152,snap_bottom
Bush_Old_026,Collection,other,-81.06,-49.1,0.926,1.078,-0.152,snap_bottom
Bush_Old_030,Collection,other,-98.44,-54.81,1.711,1.863,-0.152,snap_bottom
Bush_Old_064,Collection,other,-214.23,54.0,3.858,4.009,-0.152,snap_bottom
Bush_Old_083,Collection,other,-195.25,203.08,2.529,2.681,-0.152,snap_bottom
Bush_Old_085,Collection,other,-188.98,77.02,3.439,3.59,-0.152,snap_bottom
Bush_Old_103,Collection,other,-207.02,70.56,4.166,4.318,-0.152,snap_bottom
Bush_Old_108,Collection,other,-90.71,203.95,0.389,0.541,-0.152,snap_bottom
Bush_Old_118,Collection,other,-99.98,56.72,0.135,0.288,-0.152,snap_bottom
Bush_Old_119,Collection,other,-65.49,194.28,1.534,1.686,-0.152,snap_bottom
Bush_Old_173,Collection,other,32.55,75.37,8.658,8.811,-0.152,snap_bottom
Bush_Old_197,Collection,other,52.57,183.67,3.248,3.4,-0.152,snap_bottom
Rock_Old_001,Collection,other,-169.7,70.45,1.888,2.04,-0.152,snap_bottom
Rock_Old_061,Collection,other,-78.71,40.31,0.028,0.18,-0.152,snap_bottom
Rock_Old_090,Collection,other,-181.96,214.01,1.061,1.212,-0.152,snap_bottom
Rock_Old_091,Collection,other,-181.96,214.01,1.061,1.212,-0.152,snap_bottom
Bush_F042,Collection,other,-96.06,-46.45,1.103,1.254,-0.151,snap_bottom
Bush_F075,Collection,other,-91.62,-53.4,1.466,1.618,-0.151,snap_bottom
Bush_F093,Collection,other,-130.22,-21.54,-0.071,0.08,-0.151,snap_bottom
Bush_Old_049,Collection,other,-203.5,82.28,3.435,3.586,-0.151,snap_bottom
Bush_Old_063,Collection,other,-195.09,43.32,4.637,4.788,-0.151,snap_bottom
Bush_Old_080,Collection,other,-203.23,63.66,4.735,4.886,-0.151,snap_bottom
Bush_Old_084,Collection,other,-199.26,73.35,4.147,4.298,-0.151,snap_bottom
Bush_Old_109,Collection,other,-187.9,45.07,4.594,4.745,-0.151,snap_bottom
Bush_Old_128,Collection,other,-212.6,197.56,3.756,3.908,-0.151,snap_bottom
Bush_Old_142,Collection,other,-110.78,57.83,0.725,0.876,-0.151,snap_bottom
Bush_Old_156,Collection,other,-37.16,-45.31,4.543,4.695,-0.151,snap_bottom
Bush_Old_166,Collection,other,-79.51,34.58,0.413,0.563,-0.151,snap_bottom
Bush_Old_183,Collection,other,111.05,104.96,6.712,6.863,-0.151,snap_bottom
Bush_Old_194,Collection,other,86.26,113.02,5.367,5.518,-0.151,snap_bottom
Bush_Old_200,Collection,other,80.71,113.6,5.049,5.2,-0.151,snap_bottom
Bush_Old_201,Collection,C_rural,117.41,121.87,5.239,5.39,-0.151,snap_bottom
Bush_Old_202,Collection,other,99.46,86.14,8.906,9.057,-0.151,snap_bottom
Bush_Old_215,Collection,other,139.7,205.33,5.384,5.536,-0.151,snap_bottom
Bush_Old_221,Collection,other,50.35,114.89,5.193,5.344,-0.151,snap_bottom
Bush_Old_222,Collection,other,55.44,140.13,4.625,4.776,-0.151,snap_bottom
Bush_P01,Collection,other,103.6,45.93,16.349,16.501,-0.151,snap_bottom
Bush_P22,Collection,other,106.37,105.45,6.721,6.872,-0.151,snap_bottom
Monti_02,Collection,other,-81.65,-32.46,0.431,0.582,-0.151,snap_bottom
Pasto_Alto_Z2_00,Collection,other,-64.82,33.97,0.951,1.102,-0.151,snap_bottom
Pasto_Alto_Z2_03,Collection,other,-71.86,35.75,0.458,0.609,-0.151,snap_bottom
Planicie_Pasto_Alto_017,Collection,other,150.48,52.81,15.688,15.839,-0.151,snap_bottom
Planicie_Pasto_Alto_018,Collection,other,80.65,126.27,4.203,4.354,-0.151,snap_bottom
Ribera_4_1_2,Collection,other,-80.41,-70.41,2.823,2.975,-0.151,snap_bottom
Rock_Old_005,Collection,other,-74.77,177.73,0.313,0.464,-0.151,snap_bottom
Rock_Old_069,Collection,C_rural,146.74,152.51,5.867,6.018,-0.151,snap_bottom
Rock_Old_070,Collection,other,211.16,127.71,8.871,9.023,-0.151,snap_bottom
Rock_Old_073,Collection,other,97.88,146.66,3.474,3.625,-0.151,snap_bottom
Bush_A00,Collection,other,-190.41,-11.85,-1.322,-1.172,-0.15,ok
Bush_A01,Collection,other,60.43,-116.13,49.528,49.678,-0.15,snap_bottom
Bush_A02,Collection,other,46.75,-126.52,41.809,41.959,-0.15,snap_bottom
Bush_A03,Collection,other,-181.94,47.38,4.367,4.517,-0.15,snap_bottom
Bush_A04,Collection,other,-99.88,-111.49,4.021,4.171,-0.15,snap_bottom
Bush_A06,Collection,other,-93.65,-126.35,4.782,4.932,-0.15,snap_bottom
Bush_A07,Collection,other,-64.0,-52.98,1.642,1.792,-0.15,ok
Bush_A08,Collection,other,68.25,-108.92,53.76,53.91,-0.15,snap_bottom
Bush_A10,Collection,other,-196.2,-8.83,-1.283,-1.133,-0.15,snap_bottom
Bush_A11,Collection,other,-130.06,-93.64,2.504,2.654,-0.15,snap_bottom
Bush_A13,Collection,other,-108.84,-82.77,3.038,3.188,-0.15,ok
Bush_A19,Collection,other,-119.22,32.77,2.292,2.442,-0.15,snap_bottom
Bush_A20,Collection,other,-126.27,47.15,2.091,2.241,-0.15,snap_bottom
Bush_A21,Collection,other,-42.14,-51.28,4.458,4.608,-0.15,snap_bottom
Bush_A23,Collection,other,-46.94,-43.35,2.759,2.909,-0.15,snap_bottom
Bush_A27,Collection,other,-195.69,-8.1,-1.233,-1.083,-0.15,snap_bottom
Bush_A28,Collection,other,-169.29,62.51,2.438,2.588,-0.15,snap_bottom
Bush_A30,Collection,other,-166.94,40.77,3.518,3.668,-0.15,snap_bottom
Bush_A31,Collection,other,51.95,-108.62,43.528,43.678,-0.15,snap_bottom
Bush_A33,Collection,other,35.4,-119.23,35.797,35.947,-0.15,ok
Bush_A36,Collection,other,-138.16,-46.58,-1.217,-1.067,-0.15,ok
Bush_A37,Collection,other,-195.27,-15.13,-1.594,-1.444,-0.15,snap_bottom
Bush_A38,Collection,other,-173.04,52.64,3.455,3.605,-0.15,snap_bottom
Bush_A39,Collection,other,-106.16,-87.58,3.276,3.426,-0.15,snap_bottom
Bush_A42,Collection,other,55.58,-102.94,44.785,44.935,-0.15,snap_bottom
Bush_A45,Collection,other,-166.27,69.7,1.553,1.703,-0.15,ok
Bush_A46,Collection,other,-120.81,31.98,2.385,2.535,-0.15,snap_bottom
Bush_A48,Collection,other,-186.25,-44.67,-1.388,-1.238,-0.15,ok
Bush_A50,Collection,other,28.77,-119.88,32.626,32.776,-0.15,ok
Bush_A53,Collection,other,-17.19,-29.27,6.162,6.312,-0.15,snap_bottom
Bush_A54,Collection,other,23.75,-97.88,28.502,28.652,-0.15,ok
Bush_F027,Collection,other,-122.36,-110.41,2.907,3.057,-0.15,ok
Bush_Old_024,Collection,other,-89.82,-49.91,1.178,1.328,-0.15,snap_bottom
Bush_Old_029,Collection,other,-94.75,-46.32,1.072,1.222,-0.15,ok
Bush_Old_031,Collection,other,-98.48,-52.57,1.554,1.704,-0.15,ok
Bush_Old_043,Collection,other,-87.74,64.73,-1.264,-1.114,-0.15,ok
Bush_Old_070,Collection,other,-94.87,189.62,0.645,0.795,-0.15,ok
Bush_Old_078,Collection,other,-142.41,49.75,2.036,2.186,-0.15,snap_bottom
Bush_Old_089,Collection,other,-204.94,98.4,2.203,2.354,-0.15,snap_bottom
Bush_Old_098,Collection,other,-215.99,198.24,3.744,3.894,-0.15,snap_bottom
Bush_Old_102,Collection,other,-82.65,186.31,0.473,0.623,-0.15,snap_bottom
Bush_Old_112,Collection,other,-125.14,211.37,-1.171,-1.021,-0.15,ok
Bush_Old_115,Collection,other,-88.22,203.33,0.531,0.68,-0.15,ok
Bush_Old_125,Collection,other,-183.63,216.0,0.972,1.122,-0.15,ok
Bush_Old_141,Collection,other,-201.9,64.7,4.701,4.851,-0.15,snap_bottom
Bush_Old_153,Collection,other,-12.84,-30.69,7.26,7.409,-0.15,ok
Bush_Old_182,Collection,other,88.62,52.36,15.659,15.809,-0.15,ok
Bush_Old_185,Collection,other,109.77,167.23,2.367,2.517,-0.15,snap_bottom
Bush_Old_187,Collection,other,65.47,196.07,1.879,2.029,-0.15,ok
Bush_Old_190,Collection,other,103.52,177.4,1.925,2.075,-0.15,ok
Bush_Old_193,Collection,other,188.4,207.54,5.004,5.153,-0.15,ok
Bush_Old_196,Collection,C_rural,124.48,119.94,5.008,5.158,-0.15,ok
Bush_Old_204,Collection,other,61.58,190.02,2.602,2.752,-0.15,snap_bottom
Bush_Old_207,Collection,C_rural,176.4,116.17,6.342,6.492,-0.15,snap_bottom
Bush_Old_209,Collection,C_rural,133.15,109.62,5.152,5.302,-0.15,ok
Bush_Old_211,Collection,other,82.99,55.55,15.341,15.491,-0.15,ok
Bush_Old_218,Collection,C_rural,106.69,151.01,3.237,3.387,-0.15,ok
Bush_Old_219,Collection,C_rural,127.19,122.62,4.737,4.887,-0.15,snap_bottom
Bush_P16,Collection,other,121.71,33.85,18.994,19.144,-0.15,snap_bottom
Flor_1,Collection,other,-22.0,-8.0,4.21,4.36,-0.15,snap_bottom
Flor_11,Collection,other,-38.0,5.0,2.642,2.792,-0.15,snap_bottom
Flor_13,Collection,other,-25.0,-22.0,4.008,4.158,-0.15,snap_bottom
Flor_15,Collection,E_bridge,-30.0,10.0,3.887,4.037,-0.15,snap_bottom
Flor_19,Collection,other,18.0,-38.0,16.054,16.204,-0.15,ok
Flor_2,Collection,other,-18.0,-12.0,5.101,5.251,-0.15,snap_bottom
Flor_5,Collection,other,6.0,-25.0,12.114,12.264,-0.15,ok
Flor_6,Collection,other,8.0,-27.0,12.724,12.874,-0.15,ok
Flor_9,Collection,other,0.0,-35.0,10.697,10.847,-0.15,ok
Log_A00,Collection,other,12.33,82.19,6.583,6.733,-0.15,snap_bottom
Log_A02,Collection,other,35.55,-127.12,35.738,35.888,-0.15,snap_bottom
Log_A04,Collection,other,-143.22,-13.52,0.838,0.988,-0.15,snap_bottom
Log_A11,Collection,other,-186.6,-9.79,-0.998,-0.848,-0.15,snap_bottom
Log_A15,Collection,other,-147.16,-7.25,1.675,1.825,-0.15,snap_bottom
Log_F03,Collection,other,-165.51,-55.73,-2.24,-2.09,-0.15,snap_bottom
Log_F05,Collection,other,-187.95,-48.58,-1.11,-0.96,-0.15,ok
Log_F06,Collection,other,-97.85,-133.39,4.31,4.46,-0.15,snap_bottom
Log_F07,Collection,other,-216.0,-104.77,-0.751,-0.601,-0.15,snap_bottom
Log_F08,Collection,other,-103.45,-138.98,3.86,4.01,-0.15,snap_bottom
Log_F09,Collection,other,-93.68,-26.71,0.218,0.368,-0.15,snap_bottom
Log_F11,Collection,other,-85.2,-134.7,5.624,5.774,-0.15,snap_bottom
